ID,category
61576,"Pet Training, Pets, Pet Services, Pet Stores, Pet Sitting, Pet Groomers"
61577,"American (New), Diners, Burgers, Restaurants"
61578,"Shopping, Local Services, IT Services & Computer Repair, Office Equipment, Printing Services"
61579,"Dance Studios, Active Life, Barre Classes, Yoga, Pilates, Fitness & Instruction"
61580,"Bus Tours, Party Bus Rentals, Event Planning & Services, Transportation, Public Transportation, Hotels & Travel, Tours"
61581,"Restaurants, Pizza"
61582,"Active Life, Golf, Auto Parts & Supplies, Golf Cart Dealers, Shopping, Sporting Goods, Golf Cart Rentals, Event Planning & Services, Automotive"
61583,"Pizza, Restaurants"
61584,"Specialty Food, Food, Shopping"
61585,"Festivals, Arts & Entertainment"
61586,"Beauty & Spas, Hair Salons, Makeup Artists"
61587,"Interval Training Gyms, Trainers, Active Life, Fitness & Instruction, Gyms"
61588,"Home Services, Movers"
61589,"Restaurants, Seafood"
61590,"Nail Salons, Beauty & Spas"
61591,"Rolfing, Caterers, Beauty & Spas, Italian, Event Planning & Services, Food, Coffee & Tea, Donuts, Salad, Restaurants"
61592,"Hotels, Event Planning & Services, Hotels & Travel"
61593,"Shopping, Furniture Stores, Mattresses, Home & Garden"
61594,"Auto Parts & Supplies, Car Dealers, Auto Repair, Automotive"
61595,"Restaurants, Pizza, Sandwiches, American (Traditional), Salad"
61596,"Beauty & Spas, Cosmetic Surgeons, Health & Medical, Skin Care, Doctors, Medical Spas"
61597,"French, Restaurants"
61598,"Home Services, Apartments, Real Estate"
61599,"Pet Sitting, Pets, Pet Services, Pet Groomers, Pet Boarding, Pet Training"
61600,"American (Traditional), Irish, Bars, Sports Bars, Restaurants, Pubs, Nightlife"
61601,"Japanese, Restaurants, Food, Do-It-Yourself Food, Sushi Bars"
61602,"Local Services, Shipping Centers, Couriers & Delivery Services"
61603,"Home & Garden, Hardware Stores, Home Services, Shopping, Hot Tub & Pool, Pool & Hot Tub Service"
61604,"IT Services & Computer Repair, Local Services"
61605,"Sporting Goods, Shopping, Sports Wear, Shoe Stores, Women's Clothing, Fashion"
61606,"Tree Services, Landscaping, Shopping, Nurseries & Gardening, Home Services, Home & Garden"
61607,"Bars, Beer Bar, Pool Halls, Hot Dogs, Restaurants, Pubs, Sports Bars, Nightlife, Dive Bars"
61608,"Fast Food, Event Planning & Services, Caterers, Restaurants, Chicken Shop"
61609,"Caterers, Restaurants, Cafes, Coffee & Tea, American (Traditional), Event Planning & Services, American (New), Food, Breakfast & Brunch"
61610,"Nightlife, Bars, Arcades, Arts & Entertainment"
61611,"Contractors, Home Services, Local Services, Appliances & Repair"
61612,"Thai, Indian, Restaurants, Buffets, Vegetarian"
61613,"Cosmetics & Beauty Supply, Skin Care, Shopping, Beauty & Spas"
61614,"Fast Food, Ice Cream & Frozen Yogurt, Food, Restaurants, Burgers"
61615,"Pets, Pet Boarding, Pet Services, Pet Sitting, Pet Groomers"
61616,"Restaurants, American (New), Hot Dogs, Chicken Wings, Burgers, Fast Food"
61617,"Thrift Stores, Shopping"
61618,"Restaurants, Mexican, Food Trucks, Food"
61619,"Local Services, Public Services & Government, Insurance, Departments of Motor Vehicles, Financial Services, Automotive, Registration Services, Notaries"
61620,"Beauty & Spas, Nail Technicians, Nail Salons, Hair Removal, Waxing"
61621,"Automotive, Hotels & Travel, Car Rental, Car Dealers"
61622,"Public Services & Government, Active Life, Parks"
61623,"Summer Camps, Active Life, Preschools, Local Services, Education, Child Care & Day Care, Elementary Schools"
61624,"Property Management, Real Estate, Apartments, Home Services"
61625,"Food, Desserts"
61626,Public Services & Government
61627,"Home Services, Real Estate, Property Management"
61628,"Restaurants, Pizza"
61629,"Shopping, Cosmetics & Beauty Supply, Makeup Artists, Hair Stylists, Beauty & Spas, Hair Salons, Eyelash Service"
61630,"Home Services, Lawn Services, Landscaping"
61631,"Restaurants, Chicken Wings, Italian, Pizza"
61632,"Party Characters, Florists, Event Planning & Services, Gift Shops, Party & Event Planning, Flowers & Gifts, Shopping, Balloon Services, Party Supplies, Party Equipment Rentals, Arts & Entertainment"
61633,"Auto Parts & Supplies, Towing, Auto Repair, Automotive"
61634,"Oral Surgeons, Dental Hygienists, Dentists, Cosmetic Dentists, Health & Medical, Endodontists, Pediatric Dentists, General Dentistry"
61635,"Restaurants, Wine Bars, Food, Brasseries, Bars, American (New), Breakfast & Brunch, Nightlife, Modern European, French, Cajun/Creole, Southern"
61636,"Restaurants, Breakfast & Brunch, Seafood, Sandwiches"
61637,"Movers, Home Services"
61638,"Restaurants, Salad, Bars, American (Traditional), Nightlife, Sports Bars"
61639,"Pizza, Salad, Breakfast & Brunch, Burgers, American (New), Restaurants"
61640,"Beauty & Spas, Massage, Massage Therapy, Health & Medical, Reflexology"
61641,"Movers, Shipping Centers, Home Services, Local Services, Self Storage"
61642,"Home Services, Real Estate, Apartments"
61643,"Specialty Food, Bubble Tea, Desserts, Food, Coffee & Tea, Macarons"
61644,"Fashion, Shopping, Hockey Equipment, Sports Wear, Skate Shops, Sporting Goods"
61645,"Caribbean, Latin American, Restaurants, Puerto Rican"
61646,"Pet Sitting, Pets, Pet Services"
61647,"Women's Clothing, Fashion, Sporting Goods, Dance Wear, Shopping, Accessories, Sports Wear"
61648,"Veterinarians, Pets"
61649,"Car Stereo Installation, Automotive, Auto Parts & Supplies, Auto Security"
61650,"Hotels, Event Planning & Services, Hotels & Travel"
61651,"Amusement Parks, Active Life"
61652,"Venues & Event Spaces, Cocktail Bars, Bars, Nightlife, Music Venues, Arts & Entertainment, Event Planning & Services"
61653,"Sports Bars, Restaurants, Music Venues, American (New), Lounges, Sushi Bars, Nightlife, Bars, Arts & Entertainment"
61654,"Restaurants, Caterers, Burgers, Mexican, Food Delivery Services, Food Trucks, Food, Event Planning & Services"
61655,"Buffets, Vegetarian, Restaurants, Pakistani, Indian, Vegan"
61656,"DJs, Event Planning & Services"
61657,"Home Services, Home Window Tinting, Automotive, Vehicle Wraps, Car Window Tinting, Auto Glass Services"
61658,"Restaurants, Breakfast & Brunch, Diners"
61659,"Hotels, Casinos, Restaurants, Arts & Entertainment, Event Planning & Services, Hotels & Travel"
61660,"Shopping, Baby Gear & Furniture"
61661,"Pets, Veterinarians"
61662,"Food, Sandwiches, Coffee & Tea, Grocery, Restaurants, Convenience Stores, Delis"
61663,"Thrift Stores, Shopping, Local Services, Home & Garden, Furniture Stores, Community Service/Non-Profit"
61664,"Pretzels, Food"
61665,"Women's Clothing, Department Stores, Men's Clothing, Fashion, Shopping, Shoe Stores"
61666,"Health & Medical, Optometrists, Doctors, Laser Eye Surgery/Lasik, Ophthalmologists"
61667,"Restaurants, Pizza, Italian"
61668,"Pizza, Restaurants"
61669,"Health & Medical, Hospice, Rehabilitation Center, Retirement Homes, Home Health Care, Skilled Nursing, Assisted Living Facilities"
61670,"Home Services, Hardware Stores, Keys & Locksmiths, Paint Stores, Shopping, Home & Garden"
61671,"Food, Restaurants, Soul Food, Desserts, Breakfast & Brunch"
61672,"Home Services, Real Estate, Apartments"
61673,"Auto Parts & Supplies, Car Dealers, Body Shops, Auto Repair, Automotive"
61674,"Florists, Shopping, Flowers, Flowers & Gifts"
61675,"Mediterranean, Restaurants, Middle Eastern, Greek"
61676,"Restaurants, Asian Fusion"
61677,"Ethnic Food, American (New), Specialty Food, Chinese, Restaurants, Food, Asian Fusion, Canadian (New)"
61678,"Event Planning & Services, Hotels & Travel, Hotels"
61679,"Auto Repair, Tires, Oil Change Stations, Automotive, Auto Parts & Supplies"
61680,"Food, Desserts, Cupcakes, Bakeries"
61681,"Auto Parts & Supplies, Car Dealers, Auto Repair, Automotive, Car Rental, Hotels & Travel"
61682,"Pizza, Restaurants, Chicken Wings, Sandwiches"
61683,"Bars, Nightlife, Gay Bars, Dance Clubs"
61684,"Eyelash Service, Nail Salons, Laser Hair Removal, Skin Care, Tattoo Removal, Health & Medical, Massage Therapy, Doctors, Massage, Beauty & Spas, Hair Removal, Day Spas, Makeup Artists"
61685,"Guns & Ammo, Shopping"
61686,"Beauty & Spas, Shopping, Tattoo, Arts & Entertainment, Art Galleries"
61687,"Specialty Food, Desserts, Chocolatiers & Shops, Food, Candy Stores"
61688,"Dental Hygienists, Periodontists, Health & Medical, Endodontists, Urgent Care, Cosmetic Dentists, General Dentistry, Dentists"
61689,"Local Services, Pest Control, Gardeners, Irrigation, Home Services, Landscaping"
61690,"Waxing, Hair Removal, Men's Hair Salons, Massage, Hair Salons, Barbers, Beauty & Spas"
61691,"Home Services, Water Heater Installation/Repair, Plumbing, Local Services, Septic Services"
61692,"Cosmetic Dentists, Dentists, Endodontists, Pediatric Dentists, Health & Medical, General Dentistry"
61693,"Local Services, Recycling Center, Tires, Automotive"
61694,"Burgers, Restaurants, Fast Food"
61695,"Mexican, Restaurants, Food"
61696,"Fruits & Veggies, Specialty Food, Food, Farmers Market"
61697,"Ice Cream & Frozen Yogurt, Food"
61698,"Personal Shopping, Shopping, Tobacco Shops, Vape Shops"
61699,"Arts & Entertainment, Shopping, Art Galleries"
61700,"Movers, Packing Services, Home Services"
61701,"Dry Cleaning & Laundry, Local Services, Laundry Services"
61702,"Beer, Wine & Spirits, Food, Bars, American (New), Latin American, Nightlife, Restaurants, Wine Bars, Coffee & Tea"
61703,"Seafood, Cajun/Creole, Restaurants"
61704,"Beauty & Spas, Nail Salons, Waxing, Hair Removal"
61705,"Mexican, Restaurants, Breakfast & Brunch, Seafood"
61706,"Auto Repair, Auto Parts & Supplies, Automotive"
61707,"Breweries, Burgers, American (Traditional), Food, Restaurants, American (New)"
61708,"Flowers & Gifts, Arts & Entertainment, Jewelry, Art Galleries, Gift Shops, Shopping"
61709,"Hospitals, Health & Medical"
61710,"Building Supplies, Shopping, Home Services, Hardware Stores, Home & Garden, Furniture Stores"
61711,"Public Services & Government, Libraries"
61712,"Eyelash Service, Waxing, Beauty & Spas, Hair Removal, Nail Salons, Day Spas"
61713,"Well Drilling, Local Services, Water Purification Services, Home Services"
61714,"Gift Shops, Home & Garden, Home Decor, Shopping, Flowers & Gifts"
61715,"Food, Specialty Food, Chocolatiers & Shops"
61716,"Music Venues, Arts & Entertainment, Performing Arts, Nightlife"
61717,"Restaurants, Cajun/Creole"
61718,"Arts & Entertainment, Performing Arts, Nightlife, Adult Entertainment"
61719,"Bars, Nightlife"
61720,"Local Services, Computers, Shopping, Professional Services, IT Services & Computer Repair"
61721,"Seafood, Soul Food, Restaurants"
61722,"Coffee & Tea, Food"
61723,"Breakfast & Brunch, Restaurants, Fast Food, Mexican, Tacos, Tex-Mex"
61724,"Restaurants, Sandwiches"
61725,"Public Services & Government, Libraries"
61726,"Financial Services, Banks & Credit Unions"
61727,"Grocery, Food"
61728,"Hotels & Travel, Hotels, Event Planning & Services"
61729,"Women's Clothing, Fashion, Department Stores, Children's Clothing, Men's Clothing, Shopping"
61730,"Shopping, Bridal"
61731,"Bars, Cocktail Bars, Nightlife"
61732,"Eyelash Service, Permanent Makeup, Beauty & Spas"
61733,"Food, Burgers, Restaurants, Coffee & Tea, Fast Food"
61734,"Bakeries, Cupcakes, Custom Cakes, Restaurants, Food"
61735,"Local Services, Donation Center, Shopping, Thrift Stores"
61736,"Auto Parts & Supplies, Automotive, Auto Repair, Body Shops, Car Dealers"
61737,"Drugstores, Shopping"
61738,"Breakfast & Brunch, American (New), Steakhouses, Restaurants"
61739,"Aestheticians, Health & Medical, Skin Care, Medical Spas, Beauty & Spas, Permanent Makeup"
61740,"Insulation Installation, Contractors, Windows Installation, Home Services"
61741,"Burgers, Food, Restaurants, Ice Cream & Frozen Yogurt, American (Traditional)"
61742,"Restaurants, Japanese"
61743,"Hair Salons, Beauty & Spas"
61744,"Beauty & Spas, Hair Salons"
61745,"Nightlife, Arts & Entertainment, Bars, Dance Clubs, Sports Bars, Music Venues"
61746,"Pets, Pet Groomers, Pet Services, Pet Sitting"
61747,"American (Traditional), Restaurants"
61748,"Desserts, Food, Ice Cream & Frozen Yogurt"
61749,"Children's Clothing, Shopping, Fashion"
61750,"Restaurants, Japanese, Sushi Bars"
61751,"Home Services, Heating & Air Conditioning/HVAC"
61752,"Health & Medical, Cosmetic Dentists, Prosthodontists, Dental Hygienists, Dentists, General Dentistry"
61753,"Music & DVDs, Shopping, Books, Mags, Music & Video, Videos & Video Game Rental"
61754,"Restaurants, Mexican, Spanish, Breakfast & Brunch, Salvadoran, Seafood, Latin American"
61755,"Restaurants, Bars, Latin American, Laotian, Caribbean, Seafood, Nightlife"
61756,"Libraries, Public Services & Government"
61757,"American (New), Bars, Gay Bars, Restaurants, Nightlife, Seafood, Local Flavor"
61758,"Herbs & Spices, Local Flavor, Coffee & Tea, Specialty Food, Food"
61759,"Day Spas, Beauty & Spas, Waxing, Hair Removal, Nail Salons"
61760,"Pizza, Gluten-Free, Restaurants, Italian"
61761,"Chiropractors, Doctors, Naturopathic/Holistic, Health & Medical"
61762,"Restaurants, Moroccan, Halal, American (New)"
61763,"Used Car Dealers, Car Buyers, Automotive, Car Dealers, Auto Loan Providers"
61764,"Appliances & Repair, Plumbing, Local Services, Home Services, Heating & Air Conditioning/HVAC"
61765,"Food, Breakfast & Brunch, Cafes, Restaurants, Coffee & Tea, American (Traditional)"
61766,"Pets, Veterinarians"
61767,"Hotels, Hotels & Travel, Event Planning & Services"
61768,"Italian, Restaurants, Pizza"
61769,"Seafood, Cocktail Bars, Nightlife, Bars, Restaurants, American (New)"
61770,"Restaurants, American (Traditional)"
61771,"Food, Bakeries, Custom Cakes"
61772,"Automotive, Parking"
61773,"Bars, Nightlife, Sports Bars, American (Traditional), Breakfast & Brunch, Restaurants"
61774,"Orthodontists, Health & Medical, Dentists, Cosmetic Dentists, General Dentistry"
61775,"Restaurants, Delis, Sandwiches, Fast Food"
61776,"Automotive, Car Wash"
61777,"Pet Services, Pets, Pet Stores, Pet Training"
61778,"Beauty & Spas, Hair Salons, Cosmetics & Beauty Supply, Skin Care, Waxing, Day Spas, Shopping, Hair Removal"
61779,"Medical Centers, Urologists, Health & Medical, Doctors"
61780,"Food, Restaurants, Coffee & Tea"
61781,"Barbeque, Restaurants, Event Planning & Services, Caterers"
61782,"Dive Bars, Nightlife, Bars"
61783,"Mobile Phone Repair, Printing Services, Shopping, Local Services, Shipping Centers, IT Services & Computer Repair, Office Equipment"
61784,"Real Estate, Home Services, Apartments"
61785,"Home & Garden, Shopping, Appliances & Repair, Appliances, Local Services"
61786,"Transmission Repair, Auto Repair, Automotive"
61787,"Ice Cream & Frozen Yogurt, Food, Seafood, Mexican, Tex-Mex, Cocktail Bars, Bars, New Mexican Cuisine, Restaurants, Nightlife"
61788,"Ice Cream & Frozen Yogurt, Food"
61789,"Traditional Chinese Medicine, Acupuncture, Health & Medical"
61790,"Breakfast & Brunch, Restaurants"
61791,"American (Traditional), Restaurants, Bars, Nightlife"
61792,"Women's Clothing, Shopping, Beauty & Spas, Accessories, Sewing & Alterations, Jewelry, Hair Salons, Hair Removal, Fashion, Local Services"
61793,"Arts & Crafts, Children's Clothing, Toy Stores, Gift Shops, Fashion, Flowers & Gifts, Costumes, Shopping"
61794,"Event Planning & Services, Sicilian, Seafood, Italian, Caterers, Restaurants"
61795,"Auto Glass Services, Wheel & Rim Repair, Automotive, Body Shops, Auto Repair, Windshield Installation & Repair"
61796,"Gyms, Fitness & Instruction, Yoga, Active Life, Trainers, Cycling Classes, Boot Camps"
61797,"Restaurants, Salad"
61798,"Restaurants, American (Traditional)"
61799,"Towing, Professional Services, Automotive, Boat Repair"
61800,"Bars, Cocktail Bars, Burgers, Nightlife, British, Fish & Chips, Restaurants, Pubs"
61801,"Restaurants, Pizza"
61802,"Restaurants, Pizza, Italian"
61803,"Men's Hair Salons, Skin Care, Blow Dry/Out Services, Bridal, Hair Salons, Beauty & Spas, Hair Stylists, Hair Removal, Makeup Artists, Shopping, Waxing"
61804,"Food, Beer, Wine & Spirits, American (Traditional), Chicken Wings, Sports Bars, Seafood, Burgers, Nightlife, Restaurants, Bars"
61805,"Beauty & Spas, Hair Stylists, Hair Salons, Hair Extensions"
61806,"Art Supplies, Shopping, Arts & Crafts, Knitting Supplies, Hobby Shops"
61807,"Donuts, Coffee & Tea, Food"
61808,"American (New), Desserts, Food, Restaurants, Sandwiches"
61809,"Food, Convenience Stores, Health & Medical, Drugstores, Pharmacy, Shopping"
61810,"Home Services, Home & Garden, Movers, Shopping, Couriers & Delivery Services, Local Services, Furniture Stores"
61811,"Car Dealers, Automotive"
61812,"Pizza, Italian, Restaurants"
61813,"Vietnamese, Restaurants"
61814,"Beauty & Spas, Hair Removal, Hair Salons, Waxing, Local Services, Barbers, Sewing & Alterations"
61815,"Specialty Schools, Cosmetology Schools, Hair Salons, Education, Beauty & Spas"
61816,"Local Services, Heating & Air Conditioning/HVAC, Air Duct Cleaning, Home Services, Home Cleaning"
61817,"Restaurants, Mexican"
61818,"Italian, Bars, Pizza, Nightlife, Restaurants"
61819,"Restaurants, Soul Food, Chicken Wings"
61820,"Pet Groomers, Pet Services, Pet Stores, Veterinarians, Pets, Animal Shelters, Dog Walkers, Pet Insurance, Pet Cremation Services, Pet Sitting, Pet Boarding, Emergency Pet Hospital"
